signal_id,trade_id,side,entry_id,signal_time,entry_time,exit_time,expiry_time,option_type,strike,quote_time,spot,tte_hours,rv_base,iv_used,theoretical_mid,intrinsic,spread_rate,bid,ask,worst_executable_price,quote_phase
533,533,long,Long1,2025-08-25 00:45:00,2025-08-25 01:00:00,2025-08-25 07:00:00,2025-08-25 08:00:00,call,113000.0,2025-08-25 07:00:00,112049.1,1.0,0.43706879314324915,0.25,0.06365376516062327,0.0,0.28,0.86,1.1400000000000001,0.7912,exit
535,534,long,Long2,2025-08-25 21:15:00,2025-08-25 21:30:00,2025-08-26 03:30:00,2025-08-26 08:00:00,call,110000.0,2025-08-25 21:30:00,110047.83,10.5,0.5094113042507045,0.9886463911635215,1526.346100308001,47.830000000001746,0.1,1450.028795292601,1602.663405323401,1698.8232096428053,entry
535,534,long,Long2,2025-08-25 21:15:00,2025-08-25 21:30:00,2025-08-26 03:30:00,2025-08-26 08:00:00,call,110000.0,2025-08-26 03:30:00,109866.03,4.5,0.46573633678123094,0.25,187.2434583660288,0.0,0.28,161.02937419478476,213.45754253727284,148.147024259202,exit
537,537,long,Long1,2025-08-29 17:15:00,2025-08-29 17:30:00,2025-08-29 23:30:00,2025-08-30 08:00:00,call,108500.0,2025-08-29 17:30:00,108443.99,14.5,0.37281008078586614,0.9,1556.6001533217277,0.0,0.1,1478.7701456556413,1634.4301609878141,1732.4959706470831,entry
537,537,long,Long1,2025-08-29 17:15:00,2025-08-29 17:30:00,2025-08-29 23:30:00,2025-08-30 08:00:00,call,108500.0,2025-08-29 23:30:00,108540.0,8.5,0.35921834892551896,0.25,357.52215156320744,40.0,0.1,339.6460439850471,375.3982591413678,312.4743604662433,exit
539,539,short,Short1,2025-09-02 14:00:00,2025-09-02 14:15:00,2025-09-02 20:15:00,2025-09-03 08:00:00,put,111500.0,2025-09-02 14:15:00,111483.87,17.75,0.47377716803104997,0.9369768936450225,1883.9227015569631,16.130000000004657,0.1,1789.7265664791148,1978.1188366348115,2096.8059668329,entry
539,539,short,Short1,2025-09-02 14:00:00,2025-09-02 14:15:00,2025-09-02 20:15:00,2025-09-03 08:00:00,put,111500.0,2025-09-02 20:15:00,111252.0,11.75,0.43959756638116637,0.25,542.7959253913286,248.0,0.1,515.6561291217622,569.9357216608951,474.40363879202124,exit
540,540,short,Short1,2025-09-03 14:45:00,2025-09-03 15:00:00,2025-09-03 21:00:00,2025-09-04 08:00:00,put,112000.0,2025-09-03 15:00:00,112121.59,17.0,0.38112571015359065,0.9,1712.221636473092,0.0,0.1,1626.6105546494373,1797.8327182967469,1905.7026813945517,entry
540,540,short,Short1,2025-09-03 14:45:00,2025-09-03 15:00:00,2025-09-03 21:00:00,2025-09-04 08:00:00,put,112000.0,2025-09-03 21:00:00,112139.37,11.0,0.35724516246176125,0.25,330.2894376912591,0.0,0.1,313.7749658066961,346.80390957582205,288.67296854216045,exit
541,541,short,Short1,2025-09-05 08:00:00,2025-09-05 08:15:00,2025-09-05 14:15:00,2025-09-06 08:00:00,put,112500.0,2025-09-05 08:15:00,112733.6,23.75,0.328450011863858,0.9,1990.4733244688905,0.0,0.1,1890.9496582454458,2089.996990692335,2215.3968101338755,entry
541,541,short,Short1,2025-09-05 08:00:00,2025-09-05 08:15:00,2025-09-05 14:15:00,2025-09-06 08:00:00,put,112500.0,2025-09-05 14:15:00,110996.0,17.75,0.46779449370639936,0.25,1575.1317926421034,1504.0,0.1,1496.3752030099981,1653.8883822742087,1481.44,exit
543,543,short,Short1,2025-09-10 13:15:00,2025-09-10 13:30:00,2025-09-10 19:30:00,2025-09-11 08:00:00,put,114000.0,2025-09-10 13:30:00,113985.75,18.5,0.30847992979254196,0.9,1887.8925503337305,14.25,0.1,1793.497922817044,1982.287177850417,2101.224408521442,entry
543,543,short,Short1,2025-09-10 13:15:00,2025-09-10 13:30:00,2025-09-10 19:30:00,2025-09-11 08:00:00,put,114000.0,2025-09-10 19:30:00,113482.02,12.5,0.30126172608546403,0.25,736.3882538624457,517.9799999999959,0.1,699.5688411693234,773.207666555568,643.6033338757775,exit
544,544,short,Short1,2025-09-11 22:45:00,2025-09-11 23:00:00,2025-09-12 05:00:00,2025-09-12 08:00:00,put,115500.0,2025-09-11 23:00:00,115368.23,9.0,0.28375448705713807,0.9,1395.3616312787126,131.77000000000407,0.1,1325.5935497147768,1465.1297128426484,1553.0374956132073,entry
544,544,short,Short1,2025-09-11 22:45:00,2025-09-11 23:00:00,2025-09-12 05:00:00,2025-09-12 08:00:00,put,115500.0,2025-09-12 05:00:00,115418.26,3.0,0.27463965519700606,0.25,256.46166461890243,81.74000000000524,0.28,220.55703157225608,292.3662976655488,202.9124690464756,exit
547,547,long,Long1,2025-09-23 18:00:00,2025-09-23 18:15:00,2025-09-24 00:15:00,2025-09-24 08:00:00,call,112000.0,2025-09-23 18:15:00,112010.41,13.75,0.2825595768811406,0.9,1598.3985715159579,10.410000000003492,0.1,1518.47864294016,1678.3185000917558,1779.0176100972612,entry
547,547,long,Long1,2025-09-23 18:00:00,2025-09-23 18:15:00,2025-09-24 00:15:00,2025-09-24 08:00:00,call,112000.0,2025-09-24 00:15:00,112293.23,7.75,0.270878920571633,0.25,499.65822052436124,293.2299999999959,0.28,429.70606965095067,569.6103713977719,395.32958407887463,exit
548,548,long,Long1,2025-09-25 18:00:00,2025-09-25 18:15:00,2025-09-26 00:15:00,2025-09-26 08:00:00,call,109500.0,2025-09-25 18:15:00,109442.99,13.75,0.45275020112883774,0.9064877916368147,1540.0316929071705,0.0,0.1,1463.0301082618118,1617.0332775525292,1714.055274205681,entry
548,548,long,Long1,2025-09-25 18:00:00,2025-09-25 18:15:00,2025-09-26 00:15:00,2025-09-26 08:00:00,call,109500.0,2025-09-26 00:15:00,109300.0,7.75,0.4040247659104847,0.25,234.29663734415226,0.0,0.28,201.49510811597094,267.0981665723336,185.37549946669327,exit
549,549,short,Short1,2025-09-28 23:15:00,2025-09-28 23:30:00,2025-09-29 05:30:00,2025-09-29 08:00:00,put,112000.0,2025-09-28 23:30:00,112246.83,8.5,0.28701159607878507,0.9,1134.4330390424802,0.0,0.1,1077.711387090356,1191.1546909946044,1262.6239724542806,entry
549,549,short,Short1,2025-09-28 23:15:00,2025-09-28 23:30:00,2025-09-29 05:30:00,2025-09-29 08:00:00,put,112000.0,2025-09-29 05:30:00,111710.8,2.5,0.2843642711028373,0.25,367.3145788684633,289.1999999999971,0.28,315.8905378268784,418.7386199100482,290.61929480072814,exit
550,550,short,Short1,2025-09-30 00:00:00,2025-09-30 00:15:00,2025-09-30 06:15:00,2025-09-30 08:00:00,put,114000.0,2025-09-30 00:15:00,114170.71,7.75,0.2826049167653959,0.9,1134.8871624090898,0.0,0.28,976.0029596718172,1293.7713651463625,1371.3976470551443,entry
550,550,short,Short1,2025-09-30 00:00:00,2025-09-30 00:15:00,2025-09-30 06:15:00,2025-09-30 08:00:00,put,114000.0,2025-09-30 06:15:00,113921.16,1.75,0.2789979054023643,0.25,203.13578630994016,78.83999999999651,0.28,174.69677622654854,231.5747963933318,160.72103412842466,exit
552,552,short,Short2,2025-10-01 14:45:00,2025-10-01 15:00:00,2025-10-01 21:00:00,2025-10-02 08:00:00,put,117000.0,2025-10-01 15:00:00,117241.85,17.0,0.2782345353310788,0.9,1733.9705849817692,0.0,0.1,1647.2720557326807,1820.6691142308578,1929.9092610847092,entry
552,552,short,Short2,2025-10-01 14:45:00,2025-10-01 15:00:00,2025-10-01 21:00:00,2025-10-02 08:00:00,put,117000.0,2025-10-01 21:00:00,117579.43,11.0,0.2846596558559709,0.25,187.64405382629047,0.0,0.1,178.26185113497596,197.026256517605,164.00090304417787,exit
553,553,short,Short1,2025-10-02 16:15:00,2025-10-02 16:30:00,2025-10-02 22:30:00,2025-10-03 08:00:00,put,120000.0,2025-10-02 16:30:00,119779.45,15.5,0.32048000513302255,0.9,1923.0114623249974,220.5500000000029,0.1,1826.8608892087475,2019.1620354412473,2140.3117575677225,entry
553,553,short,Short1,2025-10-02 16:15:00,2025-10-02 16:30:00,2025-10-02 22:30:00,2025-10-03 08:00:00,put,120000.0,2025-10-02 22:30:00,120172.51,9.5,0.32910330851668224,0.25,314.147721228117,0.0,0.1,298.4403351667111,329.8551072895229,274.5651083533742,exit
554,554,short,Short2,2025-10-02 16:15:00,2025-10-02 16:30:00,2025-10-02 22:30:00,2025-10-03 08:00:00,put,120000.0,2025-10-02 16:30:00,119779.45,15.5,0.32048000513302255,0.9,1923.0114623249974,220.5500000000029,0.1,1826.8608892087475,2019.1620354412473,2140.3117575677225,entry
554,554,short,Short2,2025-10-02 16:15:00,2025-10-02 16:30:00,2025-10-02 22:30:00,2025-10-03 08:00:00,put,120000.0,2025-10-02 22:30:00,120172.51,9.5,0.32910330851668224,0.25,314.147721228117,0.0,0.1,298.4403351667111,329.8551072895229,274.5651083533742,exit
555,555,short,Short1,2025-10-03 16:45:00,2025-10-03 17:00:00,2025-10-03 23:00:00,2025-10-04 08:00:00,put,123000.0,2025-10-03 17:00:00,122981.09,15.0,0.4526392187536132,0.9063268671927391,1849.5422659838732,18.910000000003492,0.1,1757.0651526846796,1942.0193792830669,2058.540542040051,entry
555,555,short,Short1,2025-10-03 16:45:00,2025-10-03 17:00:00,2025-10-03 23:00:00,2025-10-04 08:00:00,put,123000.0,2025-10-03 23:00:00,122295.85,9.0,0.43179128357778823,0.25,840.6972749328997,704.1499999999942,0.1,798.6624111862548,882.7321386795447,734.7694182913544,exit
556,556,short,Short2,2025-10-03 16:45:00,2025-10-03 17:00:00,2025-10-03 23:00:00,2025-10-04 08:00:00,put,123000.0,2025-10-03 17:00:00,122981.09,15.0,0.4526392187536132,0.9063268671927391,1849.5422659838732,18.910000000003492,0.1,1757.0651526846796,1942.0193792830669,2058.540542040051,entry
556,556,short,Short2,2025-10-03 16:45:00,2025-10-03 17:00:00,2025-10-03 23:00:00,2025-10-04 08:00:00,put,123000.0,2025-10-03 23:00:00,122295.85,9.0,0.43179128357778823,0.25,840.6972749328997,704.1499999999942,0.1,798.6624111862548,882.7321386795447,734.7694182913544,exit
557,557,short,Short1,2025-10-04 21:30:00,2025-10-04 21:45:00,2025-10-05 03:45:00,2025-10-05 08:00:00,put,122000.0,2025-10-04 21:45:00,122190.67,10.25,0.27844613168902055,0.9,1406.086397311621,0.0,0.1,1335.78207744604,1476.3907171772023,1564.9741602078345,entry
557,557,short,Short1,2025-10-04 21:30:00,2025-10-04 21:45:00,2025-10-05 03:45:00,2025-10-05 08:00:00,put,122000.0,2025-10-05 03:45:00,123776.22,4.25,0.30073906909268777,0.25,0.9148343708809534,0.0,0.28,0.86,1.1400000000000001,0.7912,exit
559,559,long,Long1,2025-10-07 17:30:00,2025-10-07 17:45:00,2025-10-07 23:45:00,2025-10-08 08:00:00,call,121000.0,2025-10-07 17:45:00,121130.02,14.25,0.42109351387919824,0.9,1818.8612621822322,130.02000000000407,0.1,1727.9181990731204,1909.804325291344,2024.3925848088247,entry
559,559,long,Long1,2025-10-07 17:30:00,2025-10-07 17:45:00,2025-10-07 23:45:00,2025-10-08 08:00:00,call,121000.0,2025-10-07 23:45:00,121332.95,8.25,0.3859376180453018,0.25,560.867767530799,332.9499999999971,0.1,532.8243791542591,588.911155907339,490.19842882191836,exit
560,560,long,Long1,2025-10-09 08:30:00,2025-10-09 08:45:00,2025-10-09 14:45:00,2025-10-10 08:00:00,call,121500.0,2025-10-09 08:45:00,121261.62,23.25,0.3315836132107967,0.9,2127.8582743102234,0.0,0.1,2021.4653605947121,2234.251188025735,2368.306259307279,entry
560,560,long,Long1,2025-10-09 08:30:00,2025-10-09 08:45:00,2025-10-09 14:45:00,2025-10-10 08:00:00,call,121500.0,2025-10-09 14:45:00,121315.0,17.25,0.4121121466202941,0.25,449.8841876489023,0.0,0.1,427.38997826645715,472.37839703134745,393.1987800051406,exit
561,561,long,Long1,2025-10-09 17:30:00,2025-10-09 17:45:00,2025-10-09 23:45:00,2025-10-10 08:00:00,call,121000.0,2025-10-09 17:45:00,120974.0,14.25,0.472435966368345,0.9350321512341002,1807.1702532613272,0.0,0.1,1716.8117405982607,1897.5287659243936,2011.3804918798573,entry
561,561,long,Long1,2025-10-09 17:30:00,2025-10-09 17:45:00,2025-10-09 23:45:00,2025-10-10 08:00:00,call,121000.0,2025-10-09 23:45:00,121662.4,8.25,0.39392912978919525,0.25,792.8080804389174,662.3999999999942,0.1,753.1676764169715,832.4484844608633,692.9142623036138,exit
562,562,long,Long1,2025-10-10 18:00:00,2025-10-10 18:15:00,2025-10-11 00:15:00,2025-10-11 08:00:00,call,117500.0,2025-10-10 18:15:00,117612.26,13.75,0.45958978798051614,0.9164051925717484,1759.3411993699629,112.25999999999476,0.1,1671.3741394014646,1847.308259338461,1958.146754898769,entry
562,562,long,Long1,2025-10-10 18:00:00,2025-10-10 18:15:00,2025-10-11 00:15:00,2025-10-11 08:00:00,call,117500.0,2025-10-11 00:15:00,112451.53,7.75,1.5307226520159085,0.718433591209545,17.96902417013507,0.0,0.4,14.375219336108058,21.562829004162086,13.225201789219414,exit
563,563,long,Long1,2025-10-11 19:45:00,2025-10-11 20:00:00,2025-10-12 02:00:00,2025-10-12 08:00:00,call,111000.0,2025-10-11 20:00:00,110869.93,12.0,1.2732625605989223,2.0962307128684374,3368.146912678516,0.0,0.1,3199.73956704459,3536.554258312442,3748.7475138111886,entry
563,563,long,Long1,2025-10-11 19:45:00,2025-10-11 20:00:00,2025-10-12 02:00:00,2025-10-12 08:00:00,call,111000.0,2025-10-12 02:00:00,110140.5,6.0,0.6683085433358776,0.25,41.58843321219865,0.0,0.28,35.76605256249084,47.41081386190647,32.90476835749158,exit
564,564,long,Long1,2025-10-12 01:00:00,2025-10-12 01:15:00,2025-10-12 07:15:00,2025-10-12 08:00:00,call,110000.0,2025-10-12 01:15:00,109963.63,6.75,0.6872475194388047,1.2465089031862666,1499.998730168838,0.0,0.28,1289.9989079452007,1709.9985523924754,1812.598465536024,entry
564,564,long,Long1,2025-10-12 01:00:00,2025-10-12 01:15:00,2025-10-12 07:15:00,2025-10-12 08:00:00,call,110000.0,2025-10-12 07:15:00,111616.39,0.75,0.5922440396553864,0.25,1616.3900000055582,1616.3899999999994,0.28,1592.1441499999994,1842.6846000063365,1592.1441499999994,exit
565,565,long,Long1,2025-10-14 10:45:00,2025-10-14 11:00:00,2025-10-14 17:00:00,2025-10-15 08:00:00,call,111500.0,2025-10-14 11:00:00,111355.24,21.0,0.6236541104933081,1.1542984602152968,2440.2903993168075,0.0,0.1,2318.275879350967,2562.304919282648,2716.043214439607,entry
565,565,long,Long1,2025-10-14 10:45:00,2025-10-14 11:00:00,2025-10-14 17:00:00,2025-10-15 08:00:00,call,111500.0,2025-10-14 17:00:00,112751.66,15.0,0.6220679065038982,0.25,1334.6018131620513,1251.6600000000035,0.1,1267.8717225039486,1401.331903820154,1232.8851000000034,exit
566,566,long,Long1,2025-10-15 13:45:00,2025-10-15 14:00:00,2025-10-15 20:00:00,2025-10-16 08:00:00,call,112000.0,2025-10-15 14:00:00,112032.33,18.0,0.628743363808244,1.1616778775219538,2369.1384689179467,32.330000000001746,0.1,2250.6815454720495,2487.595392363844,2636.8511159056748,entry
566,566,long,Long1,2025-10-15 13:45:00,2025-10-15 14:00:00,2025-10-15 20:00:00,2025-10-16 08:00:00,call,112000.0,2025-10-15 20:00:00,111414.18,12.0,0.6311003870340813,0.25,183.95278213901838,0.0,0.1,174.75514303206745,193.1504212459693,160.77473158950207,exit
567,567,long,Long1,2025-10-16 14:15:00,2025-10-16 14:30:00,2025-10-16 20:30:00,2025-10-17 08:00:00,call,111500.0,2025-10-16 14:30:00,111352.01,17.5,0.6380532242742741,1.1751771751976974,2261.3755437351792,0.0,0.1,2148.30676654842,2374.4443209219385,2516.9109801772547,entry
567,567,long,Long1,2025-10-16 14:15:00,2025-10-16 14:30:00,2025-10-16 20:30:00,2025-10-17 08:00:00,call,111500.0,2025-10-16 20:30:00,107796.37,11.5,0.6499135986367988,0.25,0.02277661837284306,0.0,0.22,0.89,1.11,0.8188000000000001,exit
568,568,long,Long1,2025-10-16 19:30:00,2025-10-16 19:45:00,2025-10-17 01:45:00,2025-10-17 08:00:00,call,108000.0,2025-10-16 19:45:00,108197.66,12.25,0.6498479654514554,1.1922795499046104,2023.0473933369503,197.6600000000035,0.1,1921.8950236701028,2124.199763003798,2251.651748784026,entry
568,568,long,Long1,2025-10-16 19:30:00,2025-10-16 19:45:00,2025-10-17 01:45:00,2025-10-17 08:00:00,call,108000.0,2025-10-17 01:45:00,108839.84,6.25,0.651691743512484,0.25,883.9033440158673,839.8399999999965,0.28,827.2423999999966,1007.6498121780888,827.2423999999966,exit
569,569,long,Long2,2025-10-16 19:30:00,2025-10-16 19:45:00,2025-10-17 01:45:00,2025-10-17 08:00:00,call,108000.0,2025-10-16 19:45:00,108197.66,12.25,0.6498479654514554,1.1922795499046104,2023.0473933369503,197.6600000000035,0.1,1921.8950236701028,2124.199763003798,2251.651748784026,entry
569,569,long,Long2,2025-10-16 19:30:00,2025-10-16 19:45:00,2025-10-17 01:45:00,2025-10-17 08:00:00,call,108000.0,2025-10-17 01:45:00,108839.84,6.25,0.651691743512484,0.25,883.9033440158673,839.8399999999965,0.28,827.2423999999966,1007.6498121780888,827.2423999999966,exit
570,570,long,Long1,2025-10-17 10:00:00,2025-10-17 10:15:00,2025-10-17 16:15:00,2025-10-18 08:00:00,call,104000.0,2025-10-17 10:15:00,104014.6,21.75,0.6584553072681333,1.2047601955387932,2497.8086511234433,14.60000000000582,0.1,2372.918218567271,2622.6990836796153,2780.0610287003924,entry
570,570,long,Long1,2025-10-17 10:00:00,2025-10-17 10:15:00,2025-10-17 16:15:00,2025-10-18 08:00:00,call,104000.0,2025-10-17 16:15:00,106792.6,15.75,0.6644387655785299,0.25,2794.841291879784,2792.600000000006,0.22,2750.7110000000057,3102.2738339865605,2750.7110000000057,exit
571,571,long,Long1,2025-10-18 16:45:00,2025-10-18 17:00:00,2025-10-18 23:00:00,2025-10-19 08:00:00,call,106500.0,2025-10-18 17:00:00,106722.72,15.0,0.46586673499678916,0.9255067657453443,1742.5539190843701,222.72000000000116,0.1,1655.4262231301516,1829.6816150385887,1939.462511940904,entry
571,571,long,Long1,2025-10-18 16:45:00,2025-10-18 17:00:00,2025-10-18 23:00:00,2025-10-19 08:00:00,call,106500.0,2025-10-18 23:00:00,107104.41,9.0,0.4612324261213364,0.25,725.40596220117,604.4100000000035,0.1,689.1356640911115,761.6762603112286,634.0048109638226,exit
573,573,short,Short1,2025-10-21 16:30:00,2025-10-21 16:45:00,2025-10-21 22:45:00,2025-10-22 08:00:00,put,112500.0,2025-10-21 16:45:00,112565.88,15.25,0.7273780856782591,1.3046982242334757,2410.7952682502364,0.0,0.1,2290.2555048377244,2531.3350316627484,2683.2151335625135,entry
